builtup,bare,cropland,grassland,shrubland,savanna,mixed,woodland,wetland,water,permafrost,ST_NM,area_sqkm
729029.0784313728,3545382.1882352927,1.3238698917647058E7,3.2061596501960814E7,102471.47450980393,,,1.9936860538039222E8,14291.439215686274,404746.7764705881,,Meghalaya,22459.187106418645
